1345,801,1437,912,a
1444,804,1535,913,b
895,890,989,999,c
1593,885,1687,1000,d
946,974,1038,1082,e
1493,888,1588,999,f
1296,885,1388,998,g
1393,888,1489,999,h
1043,974,1140,1085,i
1225,541,1359,690,j
1245,799,1337,910,k
1191,1260,1291,1369,l
944,803,1040,909,m
1068,569,1188,705,n
1045,801,1138,910,o
1195,1060,1289,1170,p
1302,1259,1394,1370,q
996,1059,1091,1174,r
1145,799,1235,909,s
1294,1158,1390,1270,t
1595,1061,1687,1170,u
